GameId,EloDiff,MeanElo,WhiteElo,BlackElo,BaseTime,IncrementTime,ZeroIncrementTime,Rated Blitz game,Rated Blitz tournament,Rated Bullet game,Rated Bullet tournament,Rated Classical game,Rated Classical tournament,Rated UltraBullet game,Rated UltraBullet tournament
299818,-1.3561367500750632,-0.5861116369398804,-0.963564672218143,-0.1550466008892544,-0.7635802052005859,-0.3715531712593509,1.0,False,False,True,False,False,False,False,False
758637,-0.5052677907898522,0.4103931721975519,0.2409502700207556,0.542584699595977,-0.17086350852789667,-0.3715531712593509,1.0,True,False,False,False,False,False,False,False
2442,0.0561899578541306,-0.4920676259142062,-0.45276750473574473,-0.4865941496347109,0.5700323623129648,-0.3715531712593509,1.0,False,False,False,False,True,False,False,False
2129,-0.5457853602796241,-0.8031362777683593,-0.929051350090954,-0.6040172398153935,-0.17086350852789667,-0.3715531712593509,1.0,True,False,False,False,False,False,False,False
263983,0.5366125675185694,-0.02727318680654723,0.13395897142646948,-0.18612918358414096,0.5700323623129648,-0.3715531712593509,1.0,False,False,False,False,True,False,False,False
70574,-0.43580910023595737,0.20783684075763825,0.06838365938481025,0.328460241031203,-0.17086350852789667,-0.3715531712593509,1.0,True,False,False,False,False,False,False,False
856714,-1.5587245975239228,0.08485621095483353,-0.38374086048136663,0.5460383198954089,0.5700323623129648,1.704648647243187,0.0,False,False,False,False,True,False,False,False
